m1_surv,m2_surv
0.21646,0.86031
0.21646,0.86031
0.21646,0.86031
0.21646,0.85972
0.21646,0.85914
0.21646,0.85914
0.21646,0.85914
0.21646,0.85914
0.21646,0.85914
0.21646,0.85914
0.21646,0.85914
0.21646,0.85914
0.21646,0.85914
0.21646,0.85914
0.21646,0.85914
0.21646,0.85914
0.21646,0.85914
0.21646,0.85854
0.21646,0.85854
0.21646,0.85854
0.21646,0.85854
0.21646,0.85793
0.21646,0.85793
0.21646,0.85793
0.21646,0.85793
0.21646,0.85793
0.21646,0.85793
0.21646,0.85793
0.21646,0.85793
0.21646,0.85793
0.21646,0.85793
0.21646,0.85793
0.21646,0.85793
0.21646,0.85793
0.21646,0.85793
0.21646,0.85793
0.21646,0.85793
0.21646,0.85793
0.21646,0.85793
0.21646,0.85793
0.21646,0.85793
0.21646,0.8573
0.21646,0.8573
0.21646,0.8573
0.21646,0.85668
0.21646,0.85668
0.21646,0.85668
0.21646,0.85668
0.21646,0.85668
0.21646,0.85668
0.21646,0.85668
0.21646,0.85668
0.21646,0.85668
0.21646,0.85668
0.21646,0.85604
0.21646,0.85604
0.21646,0.85604
0.21646,0.85604
0.21646,0.85604
0.21646,0.85604
0.21646,0.85604
0.21646,0.85604
0.21646,0.85604
0.21646,0.85604
0.21646,0.85604
0.21646,0.85604
0.21646,0.85604
0.21646,0.85604
0.21646,0.85604
0.21646,0.85604
0.21646,0.85604
0.21646,0.85604
0.21646,0.85604
0.21646,0.85604
0.21646,0.85604
0.21646,0.85604
0.21646,0.85604
0.21646,0.85604
0.21646,0.85604
0.21646,0.85604
0.21646,0.85604
0.21646,0.85604
0.21646,0.85604
0.21646,0.85604
0.21646,0.85604
0.21646,0.85604
0.21646,0.85604
0.21646,0.85604
0.21646,0.85604
0.21646,0.85604
0.21646,0.85604
0.21646,0.85604
0.21646,0.85604
0.21646,0.85604
0.21646,0.85604
0.21646,0.85604
0.21646,0.85604
0.21646,0.85604
0.21646,0.85604
0.21646,0.85604
0.21646,0.85604
0.21646,0.85604
0.21646,0.85604
0.2055,0.85536
0.2055,0.85536
0.2055,0.85536
0.2055,0.85536
0.2055,0.85536
0.2055,0.85536
0.2055,0.85536
0.2055,0.85467
0.2055,0.85467
0.2055,0.85467
0.2055,0.85467
0.2055,0.85467
0.2055,0.85467
0.2055,0.85467
0.2055,0.85467
0.2055,0.85467
0.2055,0.85467
0.2055,0.85467
0.2055,0.85467
0.2055,0.85467
0.2055,0.85467
0.2055,0.85467
0.2055,0.85467
0.2055,0.85467
0.2055,0.85467
0.2055,0.85467
0.2055,0.85467
0.2055,0.85467
0.2055,0.85467
0.2055,0.85467
0.2055,0.85467
0.2055,0.85467
0.2055,0.85467
0.2055,0.85467
0.2055,0.85398
0.2055,0.85398
0.2055,0.85398
0.2055,0.85398
0.2055,0.85398
0.2055,0.85398
0.2055,0.85398
0.2055,0.85398
0.2055,0.85398
0.2055,0.85398
0.2055,0.85398
0.2055,0.85398
0.2055,0.85398
0.2055,0.85398
0.2055,0.85398
0.2055,0.85398
0.2055,0.85398
0.2055,0.85398
0.2055,0.85398
0.2055,0.85398
0.2055,0.85398
0.2055,0.85398
0.2055,0.85398
0.2055,0.85398
0.2055,0.85398
0.2055,0.85327
0.2055,0.85327
0.2055,0.85327
0.2055,0.85327
0.2055,0.85327
0.2055,0.85327
0.19861,0.85327
0.19861,0.85327
0.19861,0.85327
0.19861,0.85327
0.19861,0.85327
0.19861,0.85327
0.19861,0.85327
0.19861,0.85327
0.19861,0.85327
0.19861,0.85327
0.19861,0.85327
0.19861,0.85327
0.19861,0.85327
0.19861,0.85327
0.19861,0.85327
0.19861,0.85327
0.19861,0.85327
0.19861,0.85257
0.19861,0.85257
0.19861,0.85257
0.19861,0.85186
0.19861,0.85186
0.19861,0.85115
0.19861,0.85115
0.19861,0.85115
0.19861,0.85115
0.19861,0.85115
0.19861,0.85115
0.19861,0.85044
0.19861,0.85044
0.19861,0.85044
0.19861,0.85044
0.19861,0.85044
0.19861,0.85044
0.19861,0.85044
0.19861,0.85044
0.19861,0.85044
0.19861,0.84972
0.19861,0.84972
0.19861,0.84901
0.19861,0.84901
0.19861,0.8483
0.19861,0.8483
0.19861,0.8483
0.19861,0.8483
0.19861,0.8483
0.19861,0.8483
0.19861,0.8483
0.19861,0.8483
0.19861,0.8483
0.19861,0.8483
0.19861,0.8483
0.19861,0.8483
0.19861,0.8483
0.19861,0.84758
0.19861,0.84758
0.19861,0.84758
0.19861,0.84758
0.19861,0.84758
0.19861,0.84758
0.19861,0.84758
0.19861,0.84758
0.19861,0.84758
0.19861,0.84758
0.19861,0.84758
0.19861,0.84758
0.19861,0.84758
0.19861,0.84758
0.19861,0.84758
0.19861,0.84758
0.19861,0.84758
0.19861,0.84758
0.19861,0.84758
0.19861,0.84686
0.19861,0.84686
0.19861,0.84686
0.19861,0.84686
0.19861,0.84686
0.19861,0.84686
0.19861,0.84686
0.19861,0.84686
0.19861,0.84686
0.19861,0.84686
0.19861,0.84686
0.19861,0.84686
0.19861,0.84686
0.19861,0.84686
0.19861,0.84686
0.19861,0.84686
0.19861,0.84686
0.19861,0.84686
0.11746,0.84686
0.11746,0.84686
0.11746,0.84686
0.11746,0.84686
0.11746,0.84686
0.11746,0.84686
0.11746,0.84686
0.11746,0.84686
0.11746,0.84686
0.11746,0.84686
0.11746,0.84686
0.11746,0.84686
0.11746,0.84686
0.11746,0.84686
0.11746,0.84686
0.11746,0.84686
0.11746,0.84686
0.11746,0.84686
0.11746,0.84686
0.11746,0.84686
0.11746,0.84613
0.11746,0.84613
0.11746,0.84613
0.11746,0.84613
0.11746,0.84613
0.11746,0.84613
0.11746,0.84613
0.11746,0.84613
0.11746,0.84613
0.11746,0.84613
0.11746,0.84613
0.11746,0.84613
0.11746,0.84613
0.11746,0.84539
0.11746,0.84539
0.11746,0.84539
0.11746,0.84539
0.11746,0.84539
0.11746,0.84539
0.11746,0.84539
0.11746,0.84539
0.11746,0.84539
0.11746,0.84539
0.11746,0.84464
0.11746,0.84464
0.11746,0.84464
0.11746,0.84389
0.11746,0.84389
0.11746,0.84389
0.11746,0.84389
0.09936,0.84389
0.09936,0.84389
0.09936,0.84389
0.09936,0.84389
0.09936,0.84389
0.09936,0.84389
0.09936,0.84389
0.09936,0.84389
0.09936,0.84389
0.09936,0.84389
0.09936,0.84389
0.09936,0.84389
0.09936,0.84389
0.09936,0.84389
0.09936,0.84389
0.09936,0.84389
0.09936,0.84389
0.09936,0.84389
0.09936,0.84389
0.09936,0.84389
0.09936,0.84389
0.09936,0.84389
0.09936,0.84389
0.09936,0.84389
0.09936,0.84312
0.09936,0.84312
0.09936,0.84312
0.09936,0.84312
0.09936,0.84312
0.09936,0.84312
0.09936,0.84312
0.09936,0.84312
0.09936,0.84312
0.09936,0.84312
0.09936,0.84312
0.09936,0.84233
0.09936,0.84233
0.09936,0.84233
0.09936,0.84233
0.09936,0.84233
0.09936,0.84233
0.09936,0.84233
0.09936,0.84154
0.09936,0.84154
0.09936,0.84154
0.09936,0.84154
0.09936,0.84154
0.09936,0.84154
0.09936,0.84154
0.09936,0.84154
0.09936,0.84154
0.09936,0.84073
0.09936,0.83991
0.09936,0.83991
0.09936,0.83827
0.09936,0.83827
0.09936,0.83827
0.09936,0.83827
0.09936,0.83827
0.09936,0.83827
0.09936,0.83827
0.09936,0.83827
0.09936,0.83827
0.09936,0.83827
0.09936,0.83827
0.09936,0.83827
0.09936,0.83827
0.09936,0.83743
0.09936,0.83659
0.09936,0.83575
0.09936,0.83575
0.09936,0.83575
0.09936,0.83575
0.09936,0.83575
0.09936,0.83575
0.09936,0.83575
0.09936,0.83575
0.09936,0.83575
0.09936,0.83575
0.09936,0.83575
0.09936,0.83575
0.09936,0.83575
0.09936,0.83575
0.09936,0.83575
0.09936,0.83575
0.09936,0.83575
0.09936,0.83575
0.09936,0.83575
0.09936,0.83575
0.09936,0.83575
0.09936,0.83575
0.09936,0.83575
0.09936,0.83575
0.09936,0.83575
0.09936,0.83575
0.09936,0.83575
0.09936,0.83575
0.09936,0.83575
0.09936,0.83575
0.09936,0.83575
0.09936,0.83575
0.09936,0.83575
0.09936,0.83575
0.09936,0.83575
0.09936,0.83575
0.09936,0.83575
0.09936,0.83575
0.09936,0.83575
0.09936,0.83575
0.09936,0.83575
0.09936,0.83575
0.09936,0.83575
0.09936,0.83575
0.09936,0.83575
0.09936,0.83575
0.09936,0.83575
0.09936,0.83481
0.09936,0.83481
0.09936,0.83481
0.09936,0.83481
0.09936,0.83388
0.09936,0.83388
0.09936,0.83388
0.09936,0.83388
0.09936,0.83388
